item,factor,home,block,likelihood_family,kind,loading,abs_loading,ci_low,ci_high,excludes_zero
wais_digitspan_std,cognition,cognition,continuous,gaussian,primary,0.4182782190936055,0.4182782190936055,0.36517925867139533,0.46985024701702244,True
wais_ivt_index,overall_severity,cognition,continuous,gaussian,bifactor_G,0.3177502253668078,0.3177502253668078,0.2577229623900178,0.378846685909165,True
wais_ivt_index,cognition,cognition,continuous,gaussian,primary,0.522288443420025,0.522288443420025,0.46993577494256383,0.5776578127974522,True
wais_similitudes_std,overall_severity,cognition,continuous,gaussian,bifactor_G,0.1362259395957689,0.1362259395957689,0.0720476076840774,0.2021637557091215,True
wais_similitudes_std,cognition,cognition,continuous,gaussian,primary,0.3846511707641127,0.3846511707641127,0.3279701250190345,0.442006605258244,True
wbc,overall_severity,inflammatory,continuous,lognormal,bifactor_G,0.008940666813604968,0.008940666813604968,-0.0485261475045707,0.06569847950536484,False
wbc,inflammatory,inflammatory,continuous,lognormal,primary,1.04419826298655,1.04419826298655,1.0068733910099164,1.0836553702987226,True
weight,overall_severity,metabolic,continuous,gaussian,bifactor_G,0.03766814575748574,0.03766814575748574,-0.007518996433495479,0.08164612254281942,False
weight,metabolic,metabolic,continuous,gaussian,primary,0.8612204133415307,0.8612204133415307,0.8292735957255447,0.8932904003986434,True
wstcir,overall_severity,metabolic,continuous,gaussian,bifactor_G,0.06423057045425347,0.06423057045425347,0.016878713796718455,0.11194198788913529,True
wstcir,metabolic,metabolic,continuous,gaussian,primary,0.8300288107151348,0.8300288107151348,0.7954850371019251,0.8660768334178217,True
wurs,overall_severity,developmental_risk,continuous,gaussian,bifactor_G,0.1718408544101751,0.1718408544101751,0.11277182747858348,0.2323736965277716,True
wurs,developmental_risk,developmental_risk,continuous,gaussian,primary,0.32282308307378127,0.32282308307378127,0.26722108875238987,0.3794996678388361,True
ymrs,overall_severity,mania_activation,continuous,gaussian,bifactor_G,-0.010440272853543077,0.010440272853543077,-0.0535804822184507,0.031679621770369946,False
ymrs,mania_activation,mania_activation,continuous,gaussian,primary,0.5212560917591846,0.5212560917591846,0.4062416211431156,0.6781384776407784,True
