item,factor,prior_type,prior_mean,prior_sd,dist,sign_constraint,item_sign,likelihood_family,modeling_block,rationale
cvlt_short_delay_free_recall,inflammatory,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_short_delay_free_recall,sleep,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_short_delay_free_recall,suicidality,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_short_delay_free_recall,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_short_delay_free_recall,anhedonia,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_short_delay_free_recall,mania_activation,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_short_delay_free_recall,substance,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_total_recall,overall_severity,plausible_cross,0.0,0.25,normal,signed,-1,gaussian,continuous,specific item may load on G
cvlt_total_recall,cognition,primary,0.6,0.3,half_normal,positive,-1,gaussian,continuous,home factor cognition
cvlt_total_recall,metabolic,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_total_recall,inflammatory,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_total_recall,sleep,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_total_recall,suicidality,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_total_recall,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_total_recall,anhedonia,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_total_recall,mania_activation,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cvlt_total_recall,substance,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
diabpstanding,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,gaussian,continuous,specific item may load on G
diabpstanding,cognition,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpstanding,metabolic,primary,0.6,0.3,half_normal,positive,1,gaussian,continuous,home factor metabolic
diabpstanding,inflammatory,plausible_cross,0.0,0.25,normal,signed,1,gaussian,continuous,theory-motivated cross-loading
diabpstanding,sleep,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpstanding,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpstanding,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpstanding,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpstanding,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpstanding,substance,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpsupine,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,gaussian,continuous,specific item may load on G
diabpsupine,cognition,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpsupine,metabolic,primary,0.6,0.3,half_normal,positive,1,gaussian,continuous,home factor metabolic
diabpsupine,inflammatory,plausible_cross,0.0,0.25,normal,signed,1,gaussian,continuous,theory-motivated cross-loading
diabpsupine,sleep,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpsupine,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpsupine,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpsupine,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpsupine,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
diabpsupine,substance,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
eczema_mhoccur,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,bernoulli,explicit,specific item may load on G
eczema_mhoccur,cognition,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
eczema_mhoccur,metabolic,plausible_cross,0.0,0.25,normal,signed,1,bernoulli,explicit,theory-motivated cross-loading
eczema_mhoccur,inflammatory,primary,0.6,0.3,half_normal,positive,1,bernoulli,explicit,home factor inflammatory
eczema_mhoccur,sleep,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
eczema_mhoccur,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
eczema_mhoccur,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
eczema_mhoccur,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
eczema_mhoccur,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
eczema_mhoccur,substance,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
egf,overall_severity,g_anchor,0.6,0.3,half_normal,positive,-1,gaussian,continuous,G dedicated anchor
egf,cognition,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
egf,metabolic,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
egf,inflammatory,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
egf,sleep,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
egf,suicidality,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
egf,developmental_risk,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
egf,anhedonia,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
egf,mania_activation,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
egf,substance,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eghrmn,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,gaussian,continuous,specific item may load on G
eghrmn,cognition,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
eghrmn,metabolic,primary,0.6,0.3,half_normal,positive,1,gaussian,continuous,home factor metabolic
eghrmn,inflammatory,plausible_cross,0.0,0.25,normal,signed,1,gaussian,continuous,theory-motivated cross-loading
eghrmn,sleep,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
eghrmn,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
eghrmn,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
eghrmn,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
eghrmn,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
eghrmn,substance,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
eos,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,specific item may load on G
eos,cognition,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
eos,metabolic,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,theory-motivated cross-loading
eos,inflammatory,primary,0.6,0.3,half_normal,positive,1,lognormal,continuous,home factor inflammatory
eos,sleep,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
eos,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
eos,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
eos,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
eos,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
eos,substance,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
epilepsie_mhoccur,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,bernoulli,explicit,specific item may load on G
epilepsie_mhoccur,cognition,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
epilepsie_mhoccur,metabolic,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
epilepsie_mhoccur,inflammatory,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
epilepsie_mhoccur,sleep,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
epilepsie_mhoccur,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
epilepsie_mhoccur,developmental_risk,primary,0.6,0.3,half_normal,positive,1,bernoulli,explicit,home factor developmental_risk
epilepsie_mhoccur,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
epilepsie_mhoccur,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
epilepsie_mhoccur,substance,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
eq5d,overall_severity,g_anchor,0.6,0.3,half_normal,positive,-1,gaussian,continuous,G dedicated anchor
eq5d,cognition,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d,metabolic,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d,inflammatory,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d,sleep,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d,suicidality,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d,developmental_risk,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d,anhedonia,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d,mania_activation,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d,substance,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d0206,overall_severity,g_anchor,0.6,0.3,half_normal,positive,-1,gaussian,continuous,G dedicated anchor
eq5d0206,cognition,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d0206,metabolic,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d0206,inflammatory,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d0206,sleep,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d0206,suicidality,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d0206,developmental_risk,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d0206,anhedonia,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d0206,mania_activation,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
eq5d0206,substance,g_anchor_on_specific,0.0,0.001,normal,signed,-1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
ess0109,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,gaussian,continuous,specific item may load on G
ess0109,cognition,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
ess0109,metabolic,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
ess0109,inflammatory,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
ess0109,sleep,primary,0.6,0.3,half_normal,positive,1,gaussian,continuous,home factor sleep
ess0109,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
ess0109,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
ess0109,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
ess0109,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
ess0109,substance,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
fagers,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,gaussian,continuous,specific item may load on G
fagers,cognition,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
fagers,metabolic,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
fagers,inflammatory,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
fagers,sleep,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
fagers,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
fagers,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
fagers,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
fagers,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
fagers,substance,primary,0.6,0.3,half_normal,positive,1,gaussian,continuous,home factor substance
fast,overall_severity,g_anchor,0.6,0.3,half_normal,positive,1,gaussian,continuous,G dedicated anchor
fast,cognition,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast,metabolic,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast,inflammatory,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast,sleep,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast,suicidality,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast,developmental_risk,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast,anhedonia,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast,mania_activation,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast,substance,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast25,overall_severity,g_anchor,0.6,0.3,half_normal,positive,1,gaussian,continuous,G dedicated anchor
fast25,cognition,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast25,metabolic,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast25,inflammatory,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast25,sleep,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast25,suicidality,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast25,developmental_risk,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast25,anhedonia,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast25,mania_activation,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast25,substance,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast26,overall_severity,g_anchor,0.6,0.3,half_normal,positive,1,gaussian,continuous,G dedicated anchor
fast26,cognition,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast26,metabolic,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast26,inflammatory,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast26,sleep,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast26,suicidality,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast26,developmental_risk,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast26,anhedonia,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast26,mania_activation,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast26,substance,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast27,overall_severity,g_anchor,0.6,0.3,half_normal,positive,1,gaussian,continuous,G dedicated anchor
fast27,cognition,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast27,metabolic,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast27,inflammatory,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast27,sleep,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast27,suicidality,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast27,developmental_risk,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast27,anhedonia,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast27,mania_activation,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast27,substance,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast28,overall_severity,g_anchor,0.6,0.3,half_normal,positive,1,gaussian,continuous,G dedicated anchor
fast28,cognition,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast28,metabolic,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast28,inflammatory,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast28,sleep,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast28,suicidality,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast28,developmental_risk,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast28,anhedonia,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast28,mania_activation,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast28,substance,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast30,overall_severity,g_anchor,0.6,0.3,half_normal,positive,1,gaussian,continuous,G dedicated anchor
fast30,cognition,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast30,metabolic,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast30,inflammatory,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast30,sleep,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast30,suicidality,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast30,developmental_risk,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast30,anhedonia,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast30,mania_activation,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
fast30,substance,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
ggt_lbstresc,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,specific item may load on G
ggt_lbstresc,cognition,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
ggt_lbstresc,metabolic,primary,0.6,0.3,half_normal,positive,1,lognormal,continuous,home factor metabolic
ggt_lbstresc,inflammatory,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,theory-motivated cross-loading
ggt_lbstresc,sleep,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
ggt_lbstresc,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
ggt_lbstresc,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
ggt_lbstresc,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
ggt_lbstresc,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
ggt_lbstresc,substance,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
gluc,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,specific item may load on G
gluc,cognition,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
gluc,metabolic,primary,0.6,0.3,half_normal,positive,1,lognormal,continuous,home factor metabolic
gluc,inflammatory,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,theory-motivated cross-loading
gluc,sleep,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
gluc,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
gluc,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
gluc,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
gluc,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
gluc,substance,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
gstabrth,overall_severity,plausible_cross,0.0,0.25,normal,signed,-1,gaussian,continuous,specific item may load on G
gstabrth,cognition,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
gstabrth,metabolic,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
gstabrth,inflammatory,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
gstabrth,sleep,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
gstabrth,suicidality,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
gstabrth,developmental_risk,primary,0.6,0.3,half_normal,positive,-1,gaussian,continuous,home factor developmental_risk
gstabrth,anhedonia,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
gstabrth,mania_activation,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
gstabrth,substance,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
hba1c,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,specific item may load on G
hba1c,cognition,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
hba1c,metabolic,primary,0.6,0.3,half_normal,positive,1,lognormal,continuous,home factor metabolic
hba1c,inflammatory,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,theory-motivated cross-loading
hba1c,sleep,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
hba1c,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
hba1c,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
hba1c,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
hba1c,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
hba1c,substance,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
hdl,overall_severity,plausible_cross,0.0,0.25,normal,signed,-1,gaussian,continuous,specific item may load on G
hdl,cognition,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
hdl,metabolic,primary,0.6,0.3,half_normal,positive,-1,gaussian,continuous,home factor metabolic
hdl,inflammatory,plausible_cross,0.0,0.25,normal,signed,-1,gaussian,continuous,theory-motivated cross-loading
hdl,sleep,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
hdl,suicidality,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
hdl,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
hdl,anhedonia,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
hdl,mania_activation,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
hdl,substance,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
hodur_arret_travail_actuel,overall_severity,g_anchor,0.6,0.3,half_normal,positive,1,bernoulli,explicit,G dedicated anchor
hodur_arret_travail_actuel,cognition,g_anchor_on_specific,0.0,0.001,normal,signed,1,bernoulli,explicit,severity anchor ~0 on specific (bifactor id)
hodur_arret_travail_actuel,metabolic,g_anchor_on_specific,0.0,0.001,normal,signed,1,bernoulli,explicit,severity anchor ~0 on specific (bifactor id)
hodur_arret_travail_actuel,inflammatory,g_anchor_on_specific,0.0,0.001,normal,signed,1,bernoulli,explicit,severity anchor ~0 on specific (bifactor id)
