item,factor,home,block,likelihood_family,kind,loading,abs_loading,ci_low,ci_high,excludes_zero
wais_ivt_index,cognition,cognition,continuous,gaussian,primary,0.5521792775118404,0.5521792775118404,0.5269119812677208,0.5779711391586352,True
wais_similitudes_std,overall_severity,cognition,continuous,gaussian,bifactor_G,0.13580755008305784,0.13580755008305784,0.11005850233287513,0.1628162516206511,True
wais_similitudes_std,cognition,cognition,continuous,gaussian,primary,0.37892553458185346,0.37892553458185346,0.3533997148940807,0.40400426197570594,True
wbc,overall_severity,immunometabolic,continuous,lognormal,bifactor_G,0.021300753551087816,0.021300753551087816,-0.002258430912263194,0.044683332582976715,False
wbc,immunometabolic,immunometabolic,continuous,lognormal,primary,0.1838261511828829,0.1838261511828829,0.15846035847014384,0.20885800548518435,True
weight,overall_severity,immunometabolic,continuous,gaussian,bifactor_G,0.002280061513620431,0.002280061513620431,-0.01760195972054074,0.020994098133443356,False
weight,immunometabolic,immunometabolic,continuous,gaussian,primary,0.8753395341492443,0.8753395341492443,0.8604238326608539,0.8906024936649318,True
wstcir,overall_severity,immunometabolic,continuous,gaussian,bifactor_G,0.030052679741325757,0.030052679741325757,0.009492950774829187,0.04919884159851298,True
wstcir,immunometabolic,immunometabolic,continuous,gaussian,primary,0.8379300909844078,0.8379300909844078,0.8211061377014783,0.8545349551094528,True
wurs,overall_severity,developmental_risk,continuous,gaussian,bifactor_G,0.24673655124450497,0.24673655124450497,0.21430498078519405,0.2793117962780129,True
wurs,developmental_risk,developmental_risk,continuous,gaussian,primary,0.3529279795797903,0.3529279795797903,0.32293522256765406,0.38242397203399203,True
ymrs,overall_severity,mania_activation,continuous,gaussian,bifactor_G,-0.020600726956842397,0.020600726956842397,-0.03741047369588005,-0.0033078759278366266,True
ymrs,mania_activation,mania_activation,continuous,gaussian,primary,0.562866690579112,0.562866690579112,0.4957652779749491,0.6500352501403525,True
